,arm_name,metric_name,mean,sem,trial_index
425,107_0,weight,0.7053751710039345,0.0,107
426,107_0,ram,0.675144684333949,0.0,107
427,107_0,latency,0.6847190880628164,0.0,107
428,108_0,accuracy,0.8112676056338028,0.0,108
429,108_0,weight,0.604831741135325,0.0,108
430,108_0,ram,0.6174841915385285,0.0,108
431,108_0,latency,0.40784698913916906,0.0,108
432,109_0,accuracy,0.790633608815427,0.0,109
433,109_0,weight,0.6608996098082787,0.0,109
434,109_0,ram,0.6401904666932106,0.0,109
435,109_0,latency,0.5510596373051649,0.0,109
436,110_0,accuracy,0.6386666666666667,0.0,110
437,110_0,weight,0.675484394988675,0.0,110
438,110_0,ram,0.6547883879311721,0.0,110
439,110_0,latency,0.5026056139465304,0.0,110
440,111_0,accuracy,0.7685185185185185,0.0,111
441,111_0,weight,0.6738532046218683,0.0,111
442,111_0,ram,0.6718020678645392,0.0,111
443,111_0,latency,0.5274753936419326,0.0,111
444,112_0,accuracy,0.8167509836987071,0.0,112
445,112_0,weight,0.6181731086888158,0.0,112
446,112_0,ram,0.6144513578326833,0.0,112
447,112_0,latency,0.5133812497689203,0.0,112
448,113_0,accuracy,0.7173913043478262,0.0,113
449,113_0,weight,0.5965026030309033,0.0,113
450,113_0,ram,0.6093225472532565,0.0,113
451,113_0,latency,0.3829750584318983,0.0,113
452,114_0,accuracy,0.8390957446808511,0.0,114
453,114_0,weight,0.7600004319116732,0.0,114
454,114_0,ram,0.7317460241646465,0.0,114
455,114_0,latency,0.8467321399079822,0.0,114
456,115_0,accuracy,0.8430634023854363,0.0,115
457,115_0,weight,0.7037869542613995,0.0,115
458,115_0,ram,0.6842033861928986,0.0,115
459,115_0,latency,0.6534667590281656,0.0,115
460,116_0,accuracy,0.7627118644067796,0.0,116
461,116_0,weight,0.6724397033133063,0.0,116
462,116_0,ram,0.6560570456091761,0.0,116
463,116_0,latency,0.564666869397583,0.0,116
464,117_0,accuracy,0.7493016759776536,0.0,117
465,117_0,weight,0.7390948266077957,0.0,117
466,117_0,ram,0.7192491768687111,0.0,117
467,117_0,latency,0.7472425512123614,0.0,117
468,118_0,accuracy,0.7056619483763531,0.0,118
469,118_0,weight,0.6195780730465107,0.0,118
470,118_0,ram,0.5987601238252209,0.0,118
471,118_0,latency,0.4381478641814873,0.0,118
472,119_0,accuracy,0.8090724441435342,0.0,119
473,119_0,weight,0.6842959754367661,0.0,119
474,119_0,ram,0.6710167929457015,0.0,119
475,119_0,latency,0.620202447254528,0.0,119
476,120_0,accuracy,0.782608695652174,0.0,120
477,120_0,weight,0.6630058159697848,0.0,120
478,120_0,ram,0.6686186263190532,0.0,120
479,120_0,latency,0.5508134299182806,0.0,120
480,121_0,accuracy,0.7787465940054497,0.0,121
481,121_0,weight,0.6374462693365114,0.0,121
482,121_0,ram,0.5947427936762222,0.0,121
483,121_0,latency,0.4376481653510409,0.0,121
484,122_0,accuracy,0.6770480704129993,0.0,122
485,122_0,weight,0.7581821517141025,0.0,122
486,122_0,ram,0.7583971595982462,0.0,122
487,122_0,latency,0.7440784972134238,0.0,122
488,123_0,accuracy,0.7708533077660594,0.0,123
489,123_0,weight,0.6504942970392479,0.0,123
490,123_0,ram,0.6040085009760661,0.0,123
491,123_0,latency,0.4651886075131071,0.0,123
492,124_0,accuracy,0.7034574468085106,0.0,124
493,124_0,weight,0.7104734937736394,0.0,124
494,124_0,ram,0.6971176393401725,0.0,124
495,124_0,latency,0.6982653380914643,0.0,124
496,125_0,accuracy,0.7467128027681661,0.0,125
497,125_0,weight,0.670363297937892,0.0,125
498,125_0,ram,0.6624220666325431,0.0,125
499,125_0,latency,0.543044560773678,0.0,125
500,126_0,accuracy,0.8877038895859473,0.0,126
501,126_0,weight,0.6507928447840147,0.0,126
502,126_0,ram,0.6357344286345783,0.0,126
503,126_0,latency,0.6176175303781803,0.0,126
504,127_0,accuracy,0.8201160541586073,0.0,127
505,127_0,weight,0.6717080007435463,0.0,127
506,127_0,ram,0.6234672184808341,0.0,127
507,127_0,latency,0.5611141310189462,0.0,127
508,128_0,accuracy,0.7083037615330021,0.0,128
509,128_0,weight,0.7506281417893091,0.0,128
510,128_0,ram,0.7520844145511842,0.0,128
511,128_0,latency,0.7266477003733002,0.0,128
512,129_0,accuracy,0.7668010752688172,0.0,129
513,129_0,weight,0.7007172558802336,0.0,129
514,129_0,ram,0.6930213777468541,0.0,129
515,129_0,latency,0.6624069193708679,0.0,129
516,130_0,accuracy,0.6820401519262073,0.0,130
517,130_0,weight,0.6710507380423133,0.0,130
518,130_0,ram,0.6301479229692399,0.0,130
519,130_0,latency,0.5057491096495457,0.0,130
520,131_0,accuracy,0.7676767676767677,0.0,131
521,131_0,weight,0.6997641036224298,0.0,131
522,131_0,ram,0.6987611417113214,0.0,131
523,131_0,latency,0.6244487773218226,0.0,131
524,132_0,accuracy,0.8285714285714285,0.0,132
525,132_0,weight,0.5223613318811133,0.0,132
526,132_0,ram,0.5536443140101809,0.0,132
527,132_0,latency,0.3179816643051941,0.0,132
528,133_0,accuracy,0.7176148046607265,0.0,133
529,133_0,weight,0.6905251659419898,0.0,133
530,133_0,ram,0.6923727437013858,0.0,133
531,133_0,latency,0.5773752177653358,0.0,133
532,134_0,accuracy,0.9174247725682295,0.0,134
533,134_0,weight,0.7061853555214709,0.0,134
534,134_0,ram,0.6801452933314169,0.0,134
535,134_0,latency,0.6763037453766256,0.0,134
536,135_0,accuracy,0.7194685743484925,0.0,135
537,135_0,weight,0.6360196699682615,0.0,135
538,135_0,ram,0.5955929821507318,0.0,135
539,135_0,latency,0.42355850641512816,0.0,135
540,136_0,accuracy,0.7615803814713896,0.0,136
541,136_0,weight,0.7680301206283329,0.0,136
542,136_0,ram,0.7549953361336044,0.0,136
543,136_0,latency,0.8503419983316718,0.0,136
544,137_0,accuracy,0.7960670065549891,0.0,137
545,137_0,weight,0.6323236542305738,0.0,137
546,137_0,ram,0.6344237503867464,0.0,137
547,137_0,latency,0.4536237241618474,0.0,137
548,138_0,accuracy,0.7515070328198259,0.0,138
549,138_0,weight,0.6952598298760257,0.0,138
550,138_0,ram,0.6678304649918853,0.0,138
551,138_0,latency,0.6606746426445985,0.0,138
552,139_0,accuracy,0.7960339943342776,0.0,139
